Clt,Dor.,Cognoms i nom,sexo,Inter 1,Temps,Écart
769,240,SUÑÉN Cris,,07:07:37,10:38:50,+7:08:08.500
770,180,ROMERO Toñy,,07:23:20,10:39:47,+7:09:05.857
771,488,RECUERO Maxima,,07:23:28,10:39:49,+7:09:07.670
772,186,PORTABELLA Eva,,07:23:24,10:39:50,+7:09:08.529
773,825,FERNÁNDEZ Sara,,07:12:01,10:43:44,+7:13:02.654
774,826,FERNÁNDEZ Laura,,07:12:54,10:44:33,+7:13:51.784
775,415,JERONIMO Xana,,07:17:52,10:45:00,+7:14:18.657
776,412,TANYA Jessica,,07:17:56,10:45:01,+7:14:19.256
777,411,CLOPES Carme,,07:18:02,10:45:03,+7:14:21.654
778,413,SAMANIEGO Alex,,07:17:47,10:45:05,+7:14:23.807
779,416,MONTENYS Carmen,,07:18:00,10:45:11,+7:14:29.969
780,414,FERNANDEZ Maria Del Mar,,07:17:58,10:45:12,+7:14:30.281
781,584,PRAT Merce,,07:26:16,10:47:55,+7:17:14.044
782,585,ALTARRIBA Maria Antonia,,07:26:14,10:47:58,+7:17:16.932
783,807,GIMÉNEZ Antoni,,07:52:31,10:48:37,+7:17:55.376
784,775,QUESADA Lola,,07:52:16,10:48:37,+7:17:56.141
785,799,COLOM Montserrat,,07:52:26,10:48:40,+7:17:58.873
786,586,VILARRASA Maria Carme,,07:27:17,10:49:03,+7:18:21.511
787,681,ORTAS Alicia,,07:25:47,10:49:16,+7:18:34.645
788,686,SENMARTI Nuria,,07:26:02,10:49:17,+7:18:36.006
789,682,CERAROLS Montse,,07:26:00,10:49:20,+7:18:38.737
790,665,LUNA Francesc Josep,,07:25:51,10:49:20,+7:18:38.797
791,680,HOMSS Marta,,07:26:28,10:49:25,+7:18:43.902
792,694,CARBONELL  Anna,,07:26:22,10:49:26,+7:18:45.041
793,697,PUIGNERÓ Inès,,07:25:25,10:49:34,+7:18:52.416
794,882,VERDAGUER Meritxell,,07:29:26,10:51:10,+7:20:29.191
795,1038,SEGUI Catrim,,07:29:22,10:51:11,+7:20:29.249
796,317,PADRÓS Glòria,,07:29:18,10:51:17,+7:20:36.073
797,316,SOLER Irene,,07:29:33,10:51:20,+7:20:38.253
798,534,SANSÓN Remei,,07:25:37,10:51:26,+7:20:45.085
799,443,MATEVOSYAN Marietta,,07:25:53,10:51:31,+7:20:49.667
800,528,PALOMAR Miguel,,07:11:35,10:51:32,+7:20:50.264
801,332,MORENO Neus,,07:31:19,10:51:40,+7:20:58.605
802,666,VAZQUEZ M.carmen,,07:26:02,10:51:40,+7:20:59.047
803,28,PORTET Bruna,,07:43:18,10:51:52,+7:21:10.320
804,161,GONZALEZ Roser,,07:37:31,10:51:55,+7:21:13.954
805,767,VILARDELL Núria,,07:37:56,10:52:06,+7:21:24.876
806,770,CIURANA Agnès,,07:37:59,10:52:06,+7:21:25.164
807,23,PORTET Jordi,,07:43:46,10:52:22,+7:21:40.458
808,30,CARITG Oriol,,07:43:39,10:52:24,+7:21:43.011
809,977,PUJOL Fina,,07:29:31,10:53:39,+7:22:58.207
810,970,CASALDÀLIGA Montserrat,,07:31:15,10:53:42,+7:23:00.578
811,1049,SALA COMELLAS Carme,,07:29:33,10:53:43,+7:23:02.229
812,365,DÍAZ Jorge,,07:22:25,10:53:46,+7:23:04.600
813,244,BOIXEDA Montserrat,,07:22:12,10:54:55,+7:24:13.623
814,978,CODINACH   Dolors,,07:31:12,10:55:10,+7:24:29.012
815,971,PRAT Isabel,,07:31:35,10:55:15,+7:24:33.661
816,937,ROS Gemma,,07:35:15,10:55:27,+7:24:45.259
817,898,CAMPINS Pere,,07:36:39,10:55:50,+7:25:08.837
818,933,OLIVÉ Núria,,07:35:51,10:55:58,+7:25:16.918
819,376,SAEZ Ainhoa,,07:38:33,10:58:27,+7:27:46.221
820,375,GOMEZ Natalia,,07:38:29,10:58:28,+7:27:47.147
821,899,BAULENAS Valenti,,07:22:33,10:58:43,+7:28:01.910
822,690,DE LA FUENTE Carles,,07:40:07,10:58:59,+7:28:18.113
823,691,PRATDESABA Maica,,07:40:11,10:59:00,+7:28:19.166
824,218,TALLAEFRRO Maria Lourdes,,07:40:27,10:59:04,+7:28:22.465
825,713,ROVIRA Santi,,,10:59:08,+7:28:26.781
826,210,DE LA FUENTE Cristina,,07:40:23,10:59:08,+7:28:27.241
827,286,DIAZ Toni,,07:40:28,10:59:10,+7:28:28.395
828,821,CASTRO Pepi,,07:33:56,10:59:16,+7:28:35.080
829,566,GAMERO Lluisa,,07:34:09,10:59:29,+7:28:47.469
830,145,PARÉS Jaume,,07:37:31,10:59:29,+7:28:47.912
831,136,VALÈNCIA Conxi,,07:37:27,10:59:29,+7:28:48.201
832,731,ARAÑO Teresa,,07:37:41,10:59:46,+7:29:04.378
833,883,CALSINA Ramon,,07:48:34,11:00:25,+7:29:43.732
834,904,GUARDIOLA Patricia,,,11:00:26,+7:29:45.042
835,520,GONZALEZ Josep,,07:30:12,11:01:09,+7:30:27.409
836,752,CROSAS Pere,,07:10:48,11:01:28,+7:30:46.436
837,280,RINCONES Kiko,,07:31:15,11:01:42,+7:31:00.471
838,282,SIMARRO Carolina,,07:31:23,11:01:42,+7:31:01.106
839,205,BUSQUETS Rosa,,07:31:18,11:01:43,+7:31:01.619
840,361,PUIG Marta,,07:31:23,11:01:48,+7:31:07.192
841,798,SÀEZ Irene,,07:31:38,11:03:10,+7:32:29.169
842,587,GONZÁLEZ Sergi,,07:57:11,11:04:46,+7:34:04.962
843,594,SALVANS Marc,,07:57:18,11:05:15,+7:34:34.065
844,905,SALVADOR Ricard,,07:48:33,11:05:51,+7:35:09.536
845,959,GILI Lourdes,,08:35:57,11:05:51,+7:35:10.128
846,716,MUNS Ferran,,07:44:02,11:05:59,+7:35:17.825
847,623,DUÑACH Maria,,07:44:16,11:06:39,+7:35:57.259
848,472,SALOMON Gorka,,07:23:44,11:06:48,+7:36:06.465
849,834,GARCIA Aina,,07:45:54,11:06:55,+7:36:13.826
850,294,DAM Jordi,,07:19:52,11:07:21,+7:36:39.680
851,339,ISERN Alba,,07:19:56,11:07:25,+7:36:43.413
852,340,MASÓ Axel,,07:19:55,11:07:26,+7:36:44.558
853,867,MAS Noa,,07:18:13,11:07:34,+7:36:53.185
854,295,MENA Cristina,,07:19:54,11:07:36,+7:36:54.279
855,58,GARANTO David,,07:56:26,11:07:41,+7:37:00.024
856,116,GUARDIOLA Esther,,07:56:19,11:07:43,+7:37:01.585
857,402,AMAT Aina,,08:23:49,11:08:11,+7:37:29.357
858,866,NURI Emma,,07:19:04,11:08:27,+7:37:45.653
859,597,CABEDO Isa,,07:42:43,11:08:40,+7:37:58.526
860,990,COLOMER Anna,,07:47:31,11:09:01,+7:38:19.941
861,986,PARRA Macarena,,07:50:39,11:09:08,+7:38:26.601
862,620,COLOMINA Quim,,07:43:15,11:09:09,+7:38:27.544
863,206,MAYANS Anna,,07:17:07,11:09:51,+7:39:09.464
864,213,TAÑÀ Gemma,,07:17:10,11:09:52,+7:39:10.544
865,374,BONAVILA Sandra,,07:50:13,11:10:08,+7:39:26.430
866,372,SIMORTE Anna,,07:50:15,11:10:09,+7:39:27.348
867,432,FERRÉ Maria Pilar,,07:50:19,11:10:12,+7:39:30.430
868,818,CUXART Joaquim,,07:32:23,11:12:23,+7:41:41.821
869,502,GONZALEZ Ana Maria,,07:32:35,11:13:11,+7:42:29.853
870,1044,MUNDO BALCELLS Xavier,,07:43:44,11:13:36,+7:42:54.540
871,895,SERRAT Imma,,07:54:01,11:13:40,+7:42:58.872
872,897,SERRAT Maria,,07:54:15,11:13:43,+7:43:02.162
873,507,CANALS Sebastià,,07:33:02,11:13:56,+7:43:14.934
874,766,RODRÍGUEZ Sílvia,,07:59:47,11:14:07,+7:43:25.364
875,503,MONLLOR Jaume,,07:33:43,11:14:09,+7:43:27.925
876,624,GARCIA DE HERREROS Antonio,,07:44:30,11:14:23,+7:43:41.755
877,559,RICART Tània,,07:28:06,11:15:41,+7:44:59.584
878,994,RUIZ DE Jordi,,07:41:19,11:15:44,+7:45:02.933
879,979,BARROSO Miguel Ángel,,07:41:25,11:15:47,+7:45:05.386
880,560,RICART Laia,,07:31:34,11:15:49,+7:45:07.794
881,492,ABAJO Albert,,08:08:50,11:21:55,+7:51:13.743
882,493,ROCA Laura,,08:12:26,11:22:04,+7:51:22.895
883,668,BAU Josep,,08:08:54,11:22:07,+7:51:25.995
884,669,LÓPEZ Àngela,,08:10:55,11:24:08,+7:53:26.932
885,425,SUBIRANA Montse,,08:10:52,11:24:10,+7:53:28.366
886,827,SOLDEVILA Meritxell,,07:56:32,11:25:08,+7:54:27.091
887,849,MASÓ Dolors,,07:56:35,11:25:19,+7:54:37.533
888,1032,MENDEZ PEREDALTA Ainara,,07:49:53,11:25:44,+7:55:02.798
889,417,FLORENSA Alex,,07:50:13,11:25:48,+7:55:07.174
890,1026,MASO ROVIRA Josep,,07:50:06,11:25:54,+7:55:12.798
891,1031,GOMEZ PLANS Akeix,,07:50:02,11:25:57,+7:55:16.061
892,1033,RAFARELL VILA Santi,,07:49:57,11:25:58,+7:55:16.495
893,1029,PUIGDOMENECH PASCUAL Guillem,,07:50:32,11:25:58,+7:55:16.679
894,1030,GONZALEZAALONSO Eeloy,,,11:26:11,+7:55:29.886
895,199,FUSCO Pau,,08:00:47,11:26:18,+7:55:36.593
896,198,FUSCO Isabel,,08:00:47,11:26:18,+7:55:36.848
897,9,ZAMORA Anna,,08:00:46,11:26:19,+7:55:38.143
898,471,LARA Esther,,07:46:37,11:29:30,+7:58:49.115
899,554,CASADEVALL Dolors,,07:46:30,11:29:32,+7:58:50.342
900,526,ROQUET Leonor,,07:46:30,11:29:32,+7:58:50.824
901,334,MUNMANY Josep,,07:35:16,11:29:32,+7:58:50.885
902,8,CABELLO María José,,07:57:03,11:33:11,+8:02:29.934
903,685,SILLAURREN Jordi,,08:05:32,11:34:45,+8:04:04.211
904,689,APARICIO Glòria,,08:05:37,11:34:47,+8:04:06.083
905,699,GARCIA Joan,,08:06:20,11:35:33,+8:04:52.179
906,688,BALAGUER Enric,,08:06:54,11:35:37,+8:04:55.779
907,928,ROMERO Roser,,08:11:55,11:36:27,+8:05:45.682
908,929,MARTIN Barbara,,08:12:00,11:36:29,+8:05:47.692
909,930,RADÓ Núria,,08:12:00,11:36:30,+8:05:48.991
910,598,CARRERA Anna,,07:56:05,11:39:19,+8:08:38.014
911,599,COBOS Rubèn,,07:55:37,11:39:29,+8:08:47.296
912,602,DEL Vanessa,,07:56:03,11:39:30,+8:08:48.731
913,1099,CORTÉS Marta,,07:55:38,11:39:34,+8:08:52.363
914,601,MERCADER Jordi,,07:56:03,11:39:38,+8:08:56.397
915,747,MARCOS Josep Manel,,07:58:31,11:41:58,+8:11:16.899
916,760,ROCA Ramon,,07:58:26,11:42:00,+8:11:18.523
917,960,MARTI Nina,,08:35:01,11:42:03,+8:11:21.686
918,742,DOMINGUEZ Lluis,,07:59:26,11:42:51,+8:12:09.634
919,573,LEUCÓ Eva,,07:52:30,11:46:36,+8:15:55.106
920,730,ARAÑÓ Raimond,,08:24:31,11:46:41,+8:15:59.896
921,744,ROCA Pere,,08:24:40,11:46:47,+8:16:05.546
922,456,COMAS Josep,,08:04:08,11:49:52,+8:19:10.505
923,292,RODRIGUEZ Susana,,07:56:22,11:50:19,+8:19:37.912
924,269,DURAN Jaume,,07:56:28,11:50:19,+8:19:38.019
925,287,PARÉS Marc,,08:04:38,11:50:25,+8:19:44.160
926,89,MOLINS Cesar,,07:56:25,11:50:27,+8:19:45.782
927,270,COLLADO Albert,,07:56:24,11:50:35,+8:19:53.456
928,582,TORT Angel,,08:10:36,11:52:35,+8:21:53.358
929,284,PRAT Concepció,,08:08:53,11:56:01,+8:25:19.863
930,561,JORDÁN Sara,,08:09:03,11:56:01,+8:25:20.194
931,656,VELA Esther,,08:08:59,11:56:02,+8:25:20.622
932,118,GUERRA Jordi,,11:54:42,14:27:26,+10:56:45.054
933,438,VERDAGUER Francesc,,13:35:09,16:50:45,+13:20:03.989
